location_flag	region	name	basis
53200100	Lecture Building 1F	Lecture Building 1F - Madman's Knowledge #3 (classroom)	map m32_00; event tag names 1F; unestablished; hint from lot tag 教室 (m32_00_00_00)
53200110	Lecture Building 2F	Lecture Building 2F - Sedative x6 (classroom)	map m32_00; event tag names 2F; hint from lot tag 教室 (m32_00_00_00)
53200620	Lecture Building 1F	Lecture Building 1F - Red Jelly x2 (classroom chest)	map m32_00; event tag names 1F; hint from lot tag 教室 (m32_00_00_00); hint from MSB in_chest
53200640	Lecture Building 2F	Lecture Building 2F - Blood Gem (chest)	map m32_00; event tag names 2F; category-8 blood gem (gem param 102902); specific gem name not in committed data; event tag 宝箱
53200645	Lecture Building 2F	Lecture Building 2F - Madman's Knowledge (chest)	map m32_00; event tag names 2F; event tag 宝箱
53200700	Lecture Building 1F	Lecture Building 1F - Pearl Slug (chest)	map m32_00; floor from Y coordinate -183.75 (tagged 1F rows sit at -184.9..-187.2); no floor in event tag; hint from MSB in_chest
53200740	Lecture Building 1F	Lecture Building 1F - Madman's Knowledge #4	map m32_00; event tag names 1F; unestablished
53200750	Lecture Building 2F	Lecture Building 2F - Blood Stone Chunk	map m32_00; event tag names 2F
53300100	Nightmare Frontier	Nightmare Frontier - Madman's Knowledge #1	map m33_00; unestablished
53300110	Nightmare Frontier	Nightmare Frontier - Blood Gem #1	map m33_00; category-8 blood gem (gem param 101401); specific gem name not in committed data; unestablished
53300115	Nightmare Frontier	Nightmare Frontier - Madman's Knowledge #2	map m33_00; unestablished
53300120	Nightmare Frontier	Nightmare Frontier - Bolt Paper x2	map m33_00
53300130	Nightmare Frontier	Nightmare Frontier - Lead Elixir x2 #1	map m33_00; unestablished
53300140	Nightmare Frontier	Nightmare Frontier - Blood Vial x3 #1	map m33_00; unestablished
53300150	Nightmare Frontier	Nightmare Frontier - Blood Gem #2	map m33_00; category-8 blood gem (gem param 102302); specific gem name not in committed data; unestablished
53300155	Nightmare Frontier	Nightmare Frontier - Madman's Knowledge #3	map m33_00; unestablished
53300160	Nightmare Frontier	Nightmare Frontier - Frenzied Coldblood (9) #1	map m33_00; unestablished
53300170	Nightmare Frontier	Nightmare Frontier - Quicksilver Bullets x5	map m33_00
53300180	Nightmare Frontier	Nightmare Frontier - Thick Coldblood (4) #1	map m33_00; unestablished
53300190	Nightmare Frontier	Nightmare Frontier - Antidote x2 #1	map m33_00; unestablished
53300200	Nightmare Frontier	Nightmare Frontier - Corpse Pickup	map m33_00; goods param 6008 has no English name in committed data; named by placement until FMG extraction
53300210	Nightmare Frontier	Nightmare Frontier - Thick Coldblood (4) #2	map m33_00; unestablished
53300220	Nightmare Frontier	Nightmare Frontier - Madman's Knowledge #4	map m33_00; unestablished
53300230	Nightmare Frontier	Nightmare Frontier - Madman's Knowledge #5	map m33_00; unestablished
53300240	Nightmare Frontier	Nightmare Frontier - Frenzied Coldblood (9) #2	map m33_00; unestablished
53300250	Nightmare Frontier	Nightmare Frontier - Blood Vial x2 #1	map m33_00; unestablished
53300260	Nightmare Frontier	Nightmare Frontier - Lead Elixir x2 #2	map m33_00; unestablished
53300270	Nightmare Frontier	Nightmare Frontier - Madman's Knowledge #6	map m33_00; unestablished
53300280	Nightmare Frontier	Nightmare Frontier - Coldblood Flowerbud #1	map m33_00; unestablished
53300290	Nightmare Frontier	Nightmare Frontier - Antidote x2 #2	map m33_00; unestablished
53300300	Nightmare Frontier	Nightmare Frontier - Frenzied Coldblood (8) #1	map m33_00; unestablished
53300310	Nightmare Frontier	Nightmare Frontier - Antidote x4	map m33_00
53300320	Nightmare Frontier	Nightmare Frontier - Blood Gem #3	map m33_00; category-8 blood gem (gem param 102002); specific gem name not in committed data; unestablished
53300325	Nightmare Frontier	Nightmare Frontier - Madman's Knowledge #7	map m33_00; unestablished
53300340	Nightmare Frontier	Nightmare Frontier - Frenzied Coldblood (8) #2	map m33_00; unestablished
53300350	Nightmare Frontier	Nightmare Frontier - Lead Elixir x3	map m33_00
53300360	Nightmare Frontier	Nightmare Frontier - Madman's Knowledge #8	map m33_00; unestablished
53300370	Nightmare Frontier	Nightmare Frontier - Blood Vial x3 #2	map m33_00; unestablished
53300380	Nightmare Frontier	Nightmare Frontier - Madman's Knowledge #9	map m33_00; unestablished
53300390	Nightmare Frontier	Nightmare Frontier - Frenzied Coldblood (9) #3	map m33_00; unestablished
53300400	Nightmare Frontier	Nightmare Frontier - Kin Coldblood (10)	map m33_00
53300410	Nightmare Frontier	Nightmare Frontier - Bold Hunter's Mark x3	map m33_00
53300420	Nightmare Frontier	Nightmare Frontier - Blood Gem #4	map m33_00; category-8 blood gem (gem param 100302); specific gem name not in committed data; unestablished
53300425	Nightmare Frontier	Nightmare Frontier - Madman's Knowledge #10	map m33_00; unestablished
53300430	Nightmare Frontier	Nightmare Frontier - Coldblood Flowerbud x2	map m33_00
53300440	Nightmare Frontier	Nightmare Frontier - Lead Elixir x2 #3	map m33_00; unestablished
53300450	Nightmare Frontier	Nightmare Frontier - Antidote x3	map m33_00
53300460	Nightmare Frontier	Nightmare Frontier - Coldblood Flowerbud #2	map m33_00; unestablished
53300470	Nightmare Frontier	Nightmare Frontier - Blood Vial x2 #2	map m33_00; unestablished
53300480	Nightmare Frontier	Nightmare Frontier - Blood Gem #5	map m33_00; category-8 blood gem (gem param 102102); specific gem name not in committed data; unestablished
53300485	Nightmare Frontier	Nightmare Frontier - Madman's Knowledge #11	map m33_00; unestablished
53300490	Nightmare Frontier	Nightmare Frontier - Madman's Knowledge #12	map m33_00; unestablished
53400000	Hunter's Nightmare	Hunter's Nightmare - Twin Blood Stone Shards #1	map m34_00; unestablished
53400010	Hunter's Nightmare	Hunter's Nightmare - Frenzied Coldblood (9) #1	map m34_00; unestablished
53400030	Hunter's Nightmare	Hunter's Nightmare - Molotov Cocktail x4	map m34_00
53400050	Hunter's Nightmare	Hunter's Nightmare - Blood Vial x3 #1	map m34_00; unestablished
53400070	Hunter's Nightmare	Hunter's Nightmare - Madman's Knowledge #1	map m34_00; unestablished
53400080	Hunter's Nightmare	Hunter's Nightmare - Blood Vial x6 #1	map m34_00; unestablished
53400090	Hunter's Nightmare	Hunter's Nightmare - Blood Vial #1	map m34_00; unestablished
53400100	Hunter's Nightmare	Hunter's Nightmare - Blood Vial x6 #2	map m34_00; unestablished
53400110	Hunter's Nightmare	Hunter's Nightmare - Blood Vial #2	map m34_00; unestablished
53400120	Hunter's Nightmare	Hunter's Nightmare - Delayed Molotov x5 #1	map m34_00; unestablished
53400140	Hunter's Nightmare	Hunter's Nightmare - Beast Blood Pellet x3	map m34_00
53400150	Hunter's Nightmare	Hunter's Nightmare - Blood Vial #3	map m34_00; unestablished
53400170	Hunter's Nightmare	Hunter's Nightmare - Blood Stone Chunk #1	map m34_00; unestablished
53400180	Hunter's Nightmare	Hunter's Nightmare - Twin Blood Stone Shards #2	map m34_00; unestablished
53400190	Hunter's Nightmare	Hunter's Nightmare - Blood Stone Chunk #2	map m34_00; unestablished
53400200	Hunter's Nightmare	Hunter's Nightmare - Twin Blood Stone Shards x2 #1	map m34_00; unestablished
53400210	Hunter's Nightmare	Hunter's Nightmare - Twin Blood Stone Shards x2 #2	map m34_00; unestablished
53400230	Hunter's Nightmare	Hunter's Nightmare - Frenzied Coldblood (8) #1	map m34_00; unestablished
53400240	Hunter's Nightmare	Hunter's Nightmare - Quicksilver Bullets x6	map m34_00
53400250	Hunter's Nightmare	Hunter's Nightmare - Blood Vial #4	map m34_00; unestablished
53400260	Hunter's Nightmare	Hunter's Nightmare - Blood Vial #5	map m34_00; unestablished
53400330	Hunter's Nightmare	Hunter's Nightmare - Blood Vial #6	map m34_00; unestablished
53400370	Hunter's Nightmare	Hunter's Nightmare - Madman's Knowledge #2	map m34_00; unestablished
53400380	Hunter's Nightmare	Hunter's Nightmare - Blood Vial x3 #2	map m34_00; unestablished
53400390	Hunter's Nightmare	Hunter's Nightmare - Twin Blood Stone Shards x3 #1	map m34_00; unestablished
53400400	Hunter's Nightmare	Hunter's Nightmare - Twin Blood Stone Shards #3	map m34_00; unestablished
53400410	Hunter's Nightmare	Hunter's Nightmare - Blood Vial x3 #3	map m34_00; unestablished
53400420	Hunter's Nightmare	Hunter's Nightmare - Blood Vial x3 #4	map m34_00; unestablished
53400430	Hunter's Nightmare	Hunter's Nightmare - Frenzied Coldblood (9) #2	map m34_00; unestablished
53400450	Hunter's Nightmare	Hunter's Nightmare - Madman's Knowledge #3	map m34_00; unestablished
53400460	Hunter's Nightmare	Hunter's Nightmare - Blood Vial x6 #3	map m34_00; unestablished
53400470	Hunter's Nightmare	Hunter's Nightmare - Pebble #1	map m34_00; unestablished
53400480	Hunter's Nightmare	Hunter's Nightmare - Twin Blood Stone Shards x2 #3	map m34_00; unestablished
53400490	Hunter's Nightmare	Hunter's Nightmare - Blood Vial x2 #1	map m34_00; unestablished
53400500	Hunter's Nightmare	Hunter's Nightmare - Oil Urn x3 #1	map m34_00; unestablished
53400520	Hunter's Nightmare	Hunter's Nightmare - Quicksilver Bullets x4	map m34_00
53400530	Hunter's Nightmare	Hunter's Nightmare - Frenzied Coldblood (8) #2	map m34_00; unestablished
53400540	Hunter's Nightmare	Hunter's Nightmare - Molotov Cocktail x3	map m34_00
53400590	Hunter's Nightmare	Hunter's Nightmare - Twin Blood Stone Shards x3 #2	map m34_00; unestablished
53401000	Hunter's Nightmare	Hunter's Nightmare - Delayed Molotov x5 #2	map m34_00; unestablished
53401010	Hunter's Nightmare	Hunter's Nightmare - Oil Urn x3 #2	map m34_00; unestablished
53401020	Hunter's Nightmare	Hunter's Nightmare - Bone Marrow Ash x3	map m34_00
53401030	Hunter's Nightmare	Hunter's Nightmare - Fire Paper x3	map m34_00
53401040	Hunter's Nightmare	Hunter's Nightmare - Blood Vial x2 #2	map m34_00; unestablished
53401050	Hunter's Nightmare	Hunter's Nightmare - Blood Vial #7	map m34_00; unestablished
53401060	Hunter's Nightmare	Hunter's Nightmare - Oil Urn x4	map m34_00
53401070	Hunter's Nightmare	Hunter's Nightmare - Quicksilver Bullets x8	map m34_00
53401080	Hunter's Nightmare	Hunter's Nightmare - Quicksilver Bullets x10 #1	map m34_00; unestablished
53401090	Hunter's Nightmare	Hunter's Nightmare - Blood Vial x10	map m34_00
53401100	Hunter's Nightmare	Hunter's Nightmare - Blood Vial x4	map m34_00
53401110	Hunter's Nightmare	Hunter's Nightmare - Pebble #2	map m34_00; unestablished
53401120	Hunter's Nightmare	Hunter's Nightmare - Fire Paper	map m34_00
53401130	Hunter's Nightmare	Hunter's Nightmare - Quicksilver Bullets x10 #2	map m34_00; unestablished
53500000	Research Hall	Research Hall - Kin Coldblood (10) #1 (sunflower patient room)	map m35_00; unestablished; hint from lot tag ひまわり畑 (m35_00_00_00)
53500110	Research Hall	Research Hall - Blood Vial x2 #1 (tower 2F)	map m35_00; unestablished; hint from lot tag 時計塔 (m35_00_00_00)
53500120	Research Hall	Research Hall - Blue Elixir x2 (tower)	map m35_00; hint from lot tag 時計塔 (m35_00_00_00)
53500130	Research Hall	Research Hall - Frenzied Coldblood (9) #1 (underground cell)	map m35_00; unestablished; hint from lot tag 地下牢 (m35_00_00_00)
53500140	Research Hall	Research Hall - Blood Stone Chunk #1 (tower)	map m35_00; unestablished; hint from lot tag 時計塔 (m35_00_00_00)
53500150	Research Hall	Research Hall - Blue Elixir #1 (tower)	map m35_00; unestablished; hint from lot tag 時計塔 (m35_00_00_00)
53500160	Research Hall	Research Hall - Blood Gem #1 (tower)	map m35_00; category-8 blood gem (gem param 135000); specific gem name not in committed data; unestablished; hint from lot tag 時計塔 (m35_00_00_00)
53500180	Research Hall	Research Hall - Blue Elixir #2 (tower)	map m35_00; unestablished; hint from lot tag 時計塔 (m35_00_00_00)
53500190	Research Hall	Research Hall - Blood Gem #2 (tower)	map m35_00; category-8 blood gem (gem param 135004); specific gem name not in committed data; unestablished; hint from lot tag 時計塔 (m35_00_00_00)
53500200	Research Hall	Research Hall - Kin Coldblood (10) #2 (tower)	map m35_00; unestablished; hint from lot tag 時計塔 (m35_00_00_00)
53500210	Research Hall	Research Hall - Frenzied Coldblood (9) #2 (tower 2F)	map m35_00; unestablished; hint from lot tag 時計塔 (m35_00_00_00)
53500220	Research Hall	Research Hall - Sedative x3 (tower 2F)	map m35_00; hint from lot tag 時計塔 (m35_00_00_00)
53500230	Research Hall	Research Hall - Madman's Knowledge (tower 3F)	map m35_00; hint from lot tag 時計塔 (m35_00_00_00)
53500250	Research Hall	Research Hall - Beast Blood Pellet x6 (tower 3F)	map m35_00; hint from lot tag 時計塔 (m35_00_00_00)
53500260	Research Hall	Research Hall - Quicksilver Bullets x3 (tower 4F)	map m35_00; hint from lot tag 時計塔 (m35_00_00_00)
53500270	Research Hall	Research Hall - Blood Vial x5 (tower)	map m35_00; hint from lot tag 時計塔 (m35_00_00_00)
53500280	Research Hall	Research Hall - Blood Vial x2 #2 (tower 5F)	map m35_00; unestablished; hint from lot tag 時計塔 (m35_00_00_00)
53500290	Research Hall	Research Hall - Frenzied Coldblood (9) #3 (tower)	map m35_00; unestablished; hint from lot tag 時計塔 (m35_00_00_00)
53500300	Research Hall	Research Hall - Antidote x2 (tower 4F)	map m35_00; hint from lot tag 時計塔 (m35_00_00_00)
53500310	Research Hall	Research Hall - Quicksilver Bullets x4 (tower 3F)	map m35_00; hint from lot tag 時計塔 (m35_00_00_00)
53500500	Research Hall	Research Hall - Kin Coldblood (10) #3 (chapel)	map m35_00; unestablished; hint from lot tag 聖堂 (m35_00_00_00)
53500530	Research Hall	Research Hall - Blood Stone Chunk #2 (chapel)	map m35_00; unestablished; hint from lot tag 聖堂 (m35_00_00_00)
53500540	Research Hall	Research Hall - Great One's Wisdom #1 (chapel)	map m35_00; unestablished; hint from lot tag 聖堂 (m35_00_00_00)
53500600	Research Hall	Research Hall - Frenzied Coldblood (9) #4 (underground cell)	map m35_00; unestablished; hint from lot tag 地下牢 (m35_00_00_00)
53500620	Research Hall	Research Hall - Blue Elixir x4 (tower 5F)	map m35_00; hint from lot tag 時計塔 (m35_00_00_00)
53500630	Research Hall	Research Hall - Blood Stone Chunk (underground cell)	event tag 地下牢03
53500840	Research Hall	Research Hall - Great One's Wisdom #2 (chapel)	map m35_00; unestablished; hint from lot tag 聖堂 (m35_00_00_00)
53501100	Research Hall	Research Hall - Blood Gem #3 (tower 6.5F chest)	map m35_00; category-8 blood gem (gem param 134000); specific gem name not in committed data; unestablished; hint from lot tag 時計塔 (m35_00_00_00); hint from MSB in_chest
53501500	Research Hall	Research Hall - Blood Gem #4 (chapel chest)	map m35_00; category-8 blood gem (gem param 135005); specific gem name not in committed data; unestablished; hint from lot tag 聖堂 (m35_00_00_00); hint from MSB in_chest
53600000	Fishing Hamlet	Fishing Hamlet - Lead Elixir #1 (shoreline)	map m36_00; unestablished; hint from lot tag 賽の河原 (m36_00_00_00)
53600010	Fishing Hamlet	Fishing Hamlet - Madman's Knowledge #1 (shoreline)	map m36_00; unestablished; hint from lot tag 賽の河原 (m36_00_00_00)
53600100	Fishing Hamlet	Fishing Hamlet - Blood Vial x3 #1 (upper hamlet)	map m36_00; unestablished; hint from lot tag 村1 (m36_00_00_00)
53600110	Fishing Hamlet	Fishing Hamlet - Lead Elixir x2 #1 (upper hamlet)	map m36_00; unestablished; hint from lot tag 村1 (m36_00_00_00)
53600120	Fishing Hamlet	Fishing Hamlet - Kin Coldblood (10) #1 (upper hamlet)	map m36_00; unestablished; hint from lot tag 村1 (m36_00_00_00)
53600130	Fishing Hamlet	Fishing Hamlet - Oil Urn x4 #1 (upper hamlet)	map m36_00; unestablished; hint from lot tag 村1 (m36_00_00_00)
53600140	Fishing Hamlet	Fishing Hamlet - Blood Gem #1 (upper hamlet)	map m36_00; category-8 blood gem (gem param 134001); specific gem name not in committed data; unestablished; hint from lot tag 村1 (m36_00_00_00)
53600150	Fishing Hamlet	Fishing Hamlet - Great One's Wisdom #1 (upper hamlet)	map m36_00; unestablished; hint from lot tag 村1 (m36_00_00_00)
53600160	Fishing Hamlet	Fishing Hamlet - Blood Gem #2 (upper hamlet)	map m36_00; category-8 blood gem (gem param 136002); specific gem name not in committed data; unestablished; hint from lot tag 村1 (m36_00_00_00)
53600170	Fishing Hamlet	Fishing Hamlet - Blood Stone Chunk #1 (upper hamlet)	map m36_00; unestablished; hint from lot tag 村1 (m36_00_00_00)
53600200	Fishing Hamlet	Fishing Hamlet - Blood Stone Chunk #2 (mountain path)	map m36_00; unestablished; hint from lot tag 山道 (m36_00_00_00)
53600210	Fishing Hamlet	Fishing Hamlet - Great One's Wisdom #2 (mountain path)	map m36_00; unestablished; hint from lot tag 山道 (m36_00_00_00)
53600220	Fishing Hamlet	Fishing Hamlet - Kin Coldblood (10) #2 (lighthouse)	map m36_00; unestablished; hint from lot tag 灯台 (m36_00_00_00)
53600230	Fishing Hamlet	Fishing Hamlet - Kin Coldblood (10) #3 (lighthouse)	map m36_00; unestablished; hint from lot tag 灯台 (m36_00_00_00)
53600300	Fishing Hamlet	Fishing Hamlet - Blood Stone Chunk x2 (lower hamlet)	map m36_00; hint from lot tag 村2_下層 (m36_00_00_00)
53600310	Fishing Hamlet	Fishing Hamlet - Blood Vial x3 #2 (lower hamlet)	map m36_00; unestablished; hint from lot tag 村2_下層 (m36_00_00_00)
53600320	Fishing Hamlet	Fishing Hamlet - Blood Stone Chunk #3 (lower hamlet)	map m36_00; unestablished; hint from lot tag 村2_下層 (m36_00_00_00)
53600330	Fishing Hamlet	Fishing Hamlet - Blood Stone Chunk #4 (lower hamlet)	map m36_00; unestablished; hint from lot tag 村2_下層 (m36_00_00_00)
53600340	Fishing Hamlet	Fishing Hamlet - Blood Gem #3 (lower hamlet)	map m36_00; category-8 blood gem (gem param 136001); specific gem name not in committed data; unestablished; hint from lot tag 村2_下層 (m36_00_00_00)
53600350	Fishing Hamlet	Fishing Hamlet - Kin Coldblood (10) #4 (lower hamlet)	map m36_00; unestablished; hint from lot tag 村2_下層 (m36_00_00_00)
53600360	Fishing Hamlet	Fishing Hamlet - Kin Coldblood (10) #5 (lower hamlet)	map m36_00; unestablished; hint from lot tag 村2_下層 (m36_00_00_00)
53600400	Fishing Hamlet	Fishing Hamlet - Oil Urn x4 #2 (fish tank upper)	map m36_00; unestablished; hint from lot tag 養殖槽上層 (m36_00_00_00)
53600410	Fishing Hamlet	Fishing Hamlet - Blood Vial x6 (fish tank upper)	map m36_00; hint from lot tag 養殖槽上層 (m36_00_00_00)
53600420	Fishing Hamlet	Fishing Hamlet - Madman's Knowledge #2 (fish tank upper)	map m36_00; unestablished; hint from lot tag 養殖槽上層 (m36_00_00_00)
53600430	Fishing Hamlet	Fishing Hamlet - Blood Gem #4 (fish tank middle)	map m36_00; category-8 blood gem (gem param 136004); specific gem name not in committed data; unestablished; hint from lot tag 養殖槽中層 (m36_00_00_00)
53600440	Fishing Hamlet	Fishing Hamlet - Twin Blood Stone Shards x3 (fish tank middle)	map m36_00; hint from lot tag 養殖槽中層 (m36_00_00_00)
53600450	Fishing Hamlet	Fishing Hamlet - Blood Stone Chunk #5 (fish tank middle)	map m36_00; unestablished; hint from lot tag 養殖槽中層 (m36_00_00_00)
53600460	Fishing Hamlet	Fishing Hamlet - Blood Stone Chunk #6 (fish tank middle)	map m36_00; unestablished; hint from lot tag 養殖槽中層 (m36_00_00_00)
53600470	Fishing Hamlet	Fishing Hamlet - Blood Stone Chunk #7 (fish tank middle)	map m36_00; unestablished; hint from lot tag 養殖槽中層 (m36_00_00_00)
53600500	Fishing Hamlet	Fishing Hamlet - Lead Elixir #2 (culvert middle)	map m36_00; unestablished; hint from lot tag 暗渠中層 (m36_00_00_00)
53600510	Fishing Hamlet	Fishing Hamlet - Kin Coldblood (11) #1 (culvert middle)	map m36_00; unestablished; hint from lot tag 暗渠中層 (m36_00_00_00)
53600520	Fishing Hamlet	Fishing Hamlet - Madman's Knowledge #3 (culvert middle)	map m36_00; unestablished; hint from lot tag 暗渠中層 (m36_00_00_00)
53600530	Fishing Hamlet	Fishing Hamlet - Great One's Wisdom #3 (culvert lower)	map m36_00; unestablished; hint from lot tag 暗渠下層 (m36_00_00_00)
53600540	Fishing Hamlet	Fishing Hamlet - Lead Elixir x2 #2 (culvert lower)	map m36_00; unestablished; hint from lot tag 暗渠下層 (m36_00_00_00)
53600550	Fishing Hamlet	Fishing Hamlet - Kin Coldblood (11) #2 (culvert lower)	map m36_00; unestablished; hint from lot tag 暗渠下層 (m36_00_00_00)
53600560	Fishing Hamlet	Fishing Hamlet - Blood Gem #5 (culvert lower)	map m36_00; category-8 blood gem (gem param 136003); specific gem name not in committed data; unestablished; hint from lot tag 暗渠下層 (m36_00_00_00)
53600570	Fishing Hamlet	Fishing Hamlet - Blood Gem #6 (culvert lower)	map m36_00; category-8 blood gem (gem param 136006); specific gem name not in committed data; unestablished; hint from lot tag 暗渠下層 (m36_00_00_00)
53600600	Fishing Hamlet	Fishing Hamlet - Blood Rock (fish tank lower)	map m36_00; hint from lot tag 養殖槽下層 (m36_00_00_00)
53600610	Fishing Hamlet	Fishing Hamlet - Blood Gem #7 (fish tank lower)	map m36_00; category-8 blood gem (gem param 136005); specific gem name not in committed data; unestablished; hint from lot tag 養殖槽下層 (m36_00_00_00)
12411700	Central Yharnam	Cleric Beast	published (data.py boss_cleric_beast); boss-defeat event flag committed in runtime_bindings.py
12411800	Central Yharnam	Father Gascoigne	published (data.py boss_father_gascoigne); boss-defeat event flag committed in runtime_bindings.py
52410990	Iosefka's Clinic	Iosefka's Clinic - Cainhurst Summons	published (data.py pickup_cainhurst_summons); EMEVD script-award flag committed in runtime_bindings.py
52420900	Upper Cathedral Ward	Upper Cathedral Ward - Orphanage Key	published (data.py script_award_orphanage_key); EMEVD script-award flag committed in runtime_bindings.py
50000100	Hunter's Dream	Hunter's Dream - Eye of a Blood-drunk Hunter	published (data.py pickup_eye_of_blood_drunk_hunter); EMEVD script-award flag committed in runtime_bindings.py
9470	Hunter's Nightmare	Hunter's Nightmare - Eye Pendant	published (data.py pickup_eye_pendant); EMEVD script-award flag committed in runtime_bindings.py
53502000	Research Hall	Research Hall - Laurence's Skull	published (data.py pickup_laurences_skull); EMEVD script-award flag committed in runtime_bindings.py
12301800	Old Yharnam	Blood-starved Beast	published (data.py boss_blood_starved_beast); boss-defeat event flag committed in runtime_bindings.py
12401800	Grand Cathedral	Vicar Amelia	published (data.py boss_vicar_amelia); boss-defeat event flag committed in runtime_bindings.py
12701800	Forbidden Woods	Shadows of Yharnam	published (data.py boss_shadows_of_yharnam); boss-defeat event flag committed in runtime_bindings.py
13201800	Moonside Lake	Rom, the Vacuous Spider	published (data.py boss_rom); boss-defeat event flag committed in runtime_bindings.py
53200810	Byrgenwerth	Byrgenwerth - Lunarium Key (Headmaster's Room attic desk)	published (bloodborne-wiki.com Lunarium Key); lot tag 学長室屋根裏　机の角 (Headmaster's Room attic, desk corner); script award m32_00_00_00 event
12801800	Yahar'gul	The One Reborn	published (data.py boss_the_one_reborn); boss-defeat event flag committed in runtime_bindings.py
12601850	Nightmare of Mensis	Micolash, Host of the Nightmare	published (data.py boss_micolash); boss-defeat event flag committed in runtime_bindings.py
12601800	Nightmare of Mensis	Mergo's Wet Nurse	published (data.py boss_mergos_wet_nurse); boss-defeat event flag committed in runtime_bindings.py
13301800	Nightmare Frontier	Amygdala	published (data.py boss_amygdala); boss-defeat event flag committed in runtime_bindings.py
13401800	Hunter's Nightmare	Ludwig, the Holy Blade	published (data.py boss_ludwig); boss-defeat event flag committed in runtime_bindings.py
13501850	Lumenwood Garden	Living Failures	published (data.py boss_living_failures); boss-defeat event flag committed in runtime_bindings.py
13501800	Astral Clocktower	Lady Maria of the Astral Clocktower	published (data.py boss_lady_maria); boss-defeat event flag committed in runtime_bindings.py
13601800	Fishing Hamlet	Orphan of Kos	published (data.py boss_orphan_of_kos); boss-defeat event flag committed in runtime_bindings.py
13401850	Nightmare Grand Cathedral	Laurence, the First Vicar	published (data.py boss_laurence); boss-defeat event flag committed in runtime_bindings.py
12401898	Grand Cathedral	Grand Cathedral - Laurence's Skull	published (data.py interaction_laurences_skull); managed one-shot interaction witness committed in runtime_bindings.py
12201800	Hemwick Charnel Lane	Witch of Hemwick	published (data.py boss_witch_of_hemwick); boss-defeat event flag committed in runtime_bindings.py
12501800	Castle Cainhurst	Martyr Logarius	published (data.py boss_martyr_logarius); boss-defeat event flag committed in runtime_bindings.py
12421700	Upper Cathedral Ward	Celestial Emissary	published (data.py boss_celestial_emissary); boss-defeat event flag committed in runtime_bindings.py
12421800	Upper Cathedral Ward	Ebrietas, Daughter of the Cosmos	published (data.py boss_ebrietas); boss-defeat event flag committed in runtime_bindings.py
