item_lot_id	lot_name	slot	item_category	item_id	item_param_name	normalized_runtime_id	raw_runtime_descriptor	quantity	base_points	slot_acquisition_flag	generic_acquisition_flag	all_acquisition_flags
101553150	宝死体_ご褒美【レベル5_イズ】2F　候補6	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	3	100	0	52901500	52901500
101553160	宝死体_ご褒美【レベル5_イズ】2F　候補7	01	4	1590	ソウル【10】	0x40000636	0xB0000636	1	100	0	52901500	52901500
101553162	宝死体_ご褒美【レベル5_イズ】2F　候補7	01	4	1519	ソウル【9】	0x400005EF	0xB00005EF	1	100	0	52901500	52901500
101553164	宝死体_ご褒美【レベル5_イズ】2F　候補7	01	4	1210	毒ナイフ	0x400004BA	0xB00004BA	6	100	0	52901500	52901500
101553170	宝死体_ご褒美【レベル5_イズ】2F　候補8	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	1	100	0	52901500	52901500
101553180	宝死体_ご褒美【レベル5_イズ】2F　候補9	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	2	100	0	52901500	52901500
101553182	宝死体_ご褒美【レベル5_イズ】2F　候補9	01	4	7100	儀式素材【アンコモンA】レベル1	0x40001BBC	0xB0001BBC	2	100	0	52901500	52901500
101553190	宝死体_ご褒美【レベル5_イズ】2F　候補10	01	4	1101	狂気・獣化回復薬	0x4000044D	0xB000044D	1	100	0	52901500	52901500
101553192	宝死体_ご褒美【レベル5_イズ】2F　候補10	01	4	7100	儀式素材【アンコモンA】レベル1	0x40001BBC	0xB0001BBC	2	100	0	52901500	52901500
101553194	宝死体_ご褒美【レベル5_イズ】2F　候補10	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	4	100	0	52901500	52901500
101553200	宝死体_ご褒美【レベル5_イズ】3F　候補1	01	4	1501	SAN値回復＋2	0x400005DD	0xB00005DD	1	100	0	52901500	52901500
101553210	宝死体_ご褒美【レベル5_イズ】3F　候補2	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901500	52901500
101553220	宝死体_ご褒美【レベル5_イズ】3F　候補3	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	4	100	0	52901500	52901500
101553222	宝死体_ご褒美【レベル5_イズ】3F　候補3	01	4	1591	ソウル【11】	0x40000637	0xB0000637	1	100	0	52901500	52901500
101553230	宝死体_ご褒美【レベル5_イズ】3F　候補4	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	3	100	0	52901500	52901500
101553232	宝死体_ご褒美【レベル5_イズ】3F　候補4	01	4	1501	SAN値回復＋2	0x400005DD	0xB00005DD	1	100	0	52901500	52901500
101553240	宝死体_ご褒美【レベル5_イズ】3F　候補5	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	3	100	0	52901500	52901500
101553242	宝死体_ご褒美【レベル5_イズ】3F　候補5	01	4	1120	石ころ帽子	0x40000460	0xB0000460	2	100	0	52901500	52901500
101553250	宝死体_ご褒美【レベル5_イズ】3F　候補6	01	4	1591	ソウル【11】	0x40000637	0xB0000637	1	100	0	52901500	52901500
101553252	宝死体_ご褒美【レベル5_イズ】3F　候補6	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	5	100	0	52901500	52901500
101553260	宝死体_ご褒美【レベル5_イズ】3F　候補7	01	4	1501	SAN値回復＋2	0x400005DD	0xB00005DD	1	100	0	52901500	52901500
101553270	宝死体_ご褒美【レベル5_イズ】3F　候補8	01	4	1210	毒ナイフ	0x400004BA	0xB00004BA	1	100	0	52901500	52901500
101553280	宝死体_ご褒美【レベル5_イズ】3F　候補9	01	4	1101	狂気・獣化回復薬	0x4000044D	0xB000044D	3	100	0	52901500	52901500
101553290	宝死体_ご褒美【レベル5_イズ】3F　候補10	01	4	1120	石ころ帽子	0x40000460	0xB0000460	2	100	0	52901500	52901500
101553300	宝死体_ご褒美【レベル5_イズ】4F　候補1	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	3	100	0	52901500	52901500
101553310	宝死体_ご褒美【レベル5_イズ】4F　候補2	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901500	52901500
101553320	宝死体_ご褒美【レベル5_イズ】4F　候補3	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	4	100	0	52901500	52901500
101553330	宝死体_ご褒美【レベル5_イズ】4F　候補4	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	3	100	0	52901500	52901500
101553340	宝死体_ご褒美【レベル5_イズ】4F　候補5	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	3	100	0	52901500	52901500
101553350	宝死体_ご褒美【レベル5_イズ】4F　候補6	01	4	1592	ソウル【12】	0x40000638	0xB0000638	1	100	0	52901500	52901500
101553360	宝死体_ご褒美【レベル5_イズ】4F　候補7	01	4	1501	SAN値回復＋2	0x400005DD	0xB00005DD	1	100	0	52901500	52901500
101553370	宝死体_ご褒美【レベル5_イズ】4F　候補8	01	4	1210	毒ナイフ	0x400004BA	0xB00004BA	1	100	0	52901500	52901500
101553380	宝死体_ご褒美【レベル5_イズ】4F　候補9	01	4	1101	狂気・獣化回復薬	0x4000044D	0xB000044D	1	100	0	52901500	52901500
101553390	宝死体_ご褒美【レベル5_イズ】4F　候補10	01	4	1120	石ころ帽子	0x40000460	0xB0000460	1	100	0	52901500	52901500
101610000	宝死体_釣る配置【レベル1_トゥメル】1F　候補1	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101610010	宝死体_釣る配置【レベル1_トゥメル】1F　候補2	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101610020	宝死体_釣る配置【レベル1_トゥメル】1F　候補3	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101610030	宝死体_釣る配置【レベル1_トゥメル】1F　候補4	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101610040	宝死体_釣る配置【レベル1_トゥメル】1F　候補5	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	2	100	0	52901600	52901600
101610050	宝死体_釣る配置【レベル1_トゥメル】1F　候補6	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	2	100	0	52901600	52901600
101610060	宝死体_釣る配置【レベル1_トゥメル】1F　候補7	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	1	100	0	52901600	52901600
101610070	宝死体_釣る配置【レベル1_トゥメル】1F　候補8	01	4	1410	道標	0x40000582	0xB0000582	1	100	0	52901600	52901600
101610080	宝死体_釣る配置【レベル1_トゥメル】1F　候補9	01	4	1410	道標	0x40000582	0xB0000582	1	100	0	52901600	52901600
101610090	宝死体_釣る配置【レベル1_トゥメル】1F　候補10	01	4	1410	道標	0x40000582	0xB0000582	1	100	0	52901600	52901600
101610100	宝死体_釣る配置【レベル1_トゥメル】2F　候補1	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	5	100	0	52901600	52901600
101610110	宝死体_釣る配置【レベル1_トゥメル】2F　候補2	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101610120	宝死体_釣る配置【レベル1_トゥメル】2F　候補3	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101610130	宝死体_釣る配置【レベル1_トゥメル】2F　候補4	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101610140	宝死体_釣る配置【レベル1_トゥメル】2F　候補5	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101610150	宝死体_釣る配置【レベル1_トゥメル】2F　候補6	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	2	100	0	52901600	52901600
101610160	宝死体_釣る配置【レベル1_トゥメル】2F　候補7	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	1	100	0	52901600	52901600
101610170	宝死体_釣る配置【レベル1_トゥメル】2F　候補8	01	4	1410	道標	0x40000582	0xB0000582	1	100	0	52901600	52901600
101610180	宝死体_釣る配置【レベル1_トゥメル】2F　候補9	01	4	1510	ソウル【0】	0x400005E6	0xB00005E6	1	100	0	52901600	52901600
101610190	宝死体_釣る配置【レベル1_トゥメル】2F　候補10	01	4	1200	火炎壺	0x400004B0	0xB00004B0	1	100	0	52901600	52901600
101610200	宝死体_釣る配置【レベル1_トゥメル】3F　候補1	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	5	100	0	52901600	52901600
101610210	宝死体_釣る配置【レベル1_トゥメル】3F　候補2	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101610220	宝死体_釣る配置【レベル1_トゥメル】3F　候補3	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101610230	宝死体_釣る配置【レベル1_トゥメル】3F　候補4	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101610240	宝死体_釣る配置【レベル1_トゥメル】3F　候補5	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101610250	宝死体_釣る配置【レベル1_トゥメル】3F　候補6	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	2	100	0	52901600	52901600
101610260	宝死体_釣る配置【レベル1_トゥメル】3F　候補7	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	1	100	0	52901600	52901600
101610270	宝死体_釣る配置【レベル1_トゥメル】3F　候補8	01	4	1410	道標	0x40000582	0xB0000582	1	100	0	52901600	52901600
101610280	宝死体_釣る配置【レベル1_トゥメル】3F　候補9	01	4	1511	ソウル【1】	0x400005E7	0xB00005E7	1	100	0	52901600	52901600
101610290	宝死体_釣る配置【レベル1_トゥメル】3F　候補10	01	4	1300	エンチャント【炎】	0x40000514	0xB0000514	1	100	0	52901600	52901600
101610300	宝死体_釣る配置【レベル1_トゥメル】4F　候補1	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	5	100	0	52901600	52901600
101610310	宝死体_釣る配置【レベル1_トゥメル】4F　候補2	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101610320	宝死体_釣る配置【レベル1_トゥメル】4F　候補3	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101610330	宝死体_釣る配置【レベル1_トゥメル】4F　候補4	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101610340	宝死体_釣る配置【レベル1_トゥメル】4F　候補5	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101610350	宝死体_釣る配置【レベル1_トゥメル】4F　候補6	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	2	100	0	52901600	52901600
101610360	宝死体_釣る配置【レベル1_トゥメル】4F　候補7	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	1	100	0	52901600	52901600
101610370	宝死体_釣る配置【レベル1_トゥメル】4F　候補8	01	4	1410	道標	0x40000582	0xB0000582	1	100	0	52901600	52901600
101610380	宝死体_釣る配置【レベル1_トゥメル】4F　候補9	01	4	1512	ソウル【2】	0x400005E8	0xB00005E8	1	100	0	52901600	52901600
101610390	宝死体_釣る配置【レベル1_トゥメル】4F　候補10	01	4	1300	エンチャント【炎】	0x40000514	0xB0000514	1	100	0	52901600	52901600
101620000	宝死体_釣る配置【レベル2_トゥメル】1F　候補1	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101620010	宝死体_釣る配置【レベル2_トゥメル】1F　候補2	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101620020	宝死体_釣る配置【レベル2_トゥメル】1F　候補3	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101620030	宝死体_釣る配置【レベル2_トゥメル】1F　候補4	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101620040	宝死体_釣る配置【レベル2_トゥメル】1F　候補5	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	2	100	0	52901600	52901600
101620050	宝死体_釣る配置【レベル2_トゥメル】1F　候補6	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	2	100	0	52901600	52901600
101620060	宝死体_釣る配置【レベル2_トゥメル】1F　候補7	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	1	100	0	52901600	52901600
101620070	宝死体_釣る配置【レベル2_トゥメル】1F　候補8	01	4	1410	道標	0x40000582	0xB0000582	1	100	0	52901600	52901600
101620080	宝死体_釣る配置【レベル2_トゥメル】1F　候補9	01	4	1410	道標	0x40000582	0xB0000582	1	100	0	52901600	52901600
101620090	宝死体_釣る配置【レベル2_トゥメル】1F　候補10	01	4	1410	道標	0x40000582	0xB0000582	1	100	0	52901600	52901600
101620100	宝死体_釣る配置【レベル2_トゥメル】2F　候補1	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	5	100	0	52901600	52901600
101620110	宝死体_釣る配置【レベル2_トゥメル】2F　候補2	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101620120	宝死体_釣る配置【レベル2_トゥメル】2F　候補3	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101620130	宝死体_釣る配置【レベル2_トゥメル】2F　候補4	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101620140	宝死体_釣る配置【レベル2_トゥメル】2F　候補5	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101620150	宝死体_釣る配置【レベル2_トゥメル】2F　候補6	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	2	100	0	52901600	52901600
101620160	宝死体_釣る配置【レベル2_トゥメル】2F　候補7	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	1	100	0	52901600	52901600
101620170	宝死体_釣る配置【レベル2_トゥメル】2F　候補8	01	4	1410	道標	0x40000582	0xB0000582	1	100	0	52901600	52901600
101620180	宝死体_釣る配置【レベル2_トゥメル】2F　候補9	01	4	1511	ソウル【1】	0x400005E7	0xB00005E7	1	100	0	52901600	52901600
101620190	宝死体_釣る配置【レベル2_トゥメル】2F　候補10	01	4	1200	火炎壺	0x400004B0	0xB00004B0	1	100	0	52901600	52901600
101620200	宝死体_釣る配置【レベル2_トゥメル】3F　候補1	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	5	100	0	52901600	52901600
101620210	宝死体_釣る配置【レベル2_トゥメル】3F　候補2	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101620220	宝死体_釣る配置【レベル2_トゥメル】3F　候補3	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101620230	宝死体_釣る配置【レベル2_トゥメル】3F　候補4	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101620240	宝死体_釣る配置【レベル2_トゥメル】3F　候補5	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101620250	宝死体_釣る配置【レベル2_トゥメル】3F　候補6	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	2	100	0	52901600	52901600
101620260	宝死体_釣る配置【レベル2_トゥメル】3F　候補7	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	1	100	0	52901600	52901600
101620270	宝死体_釣る配置【レベル2_トゥメル】3F　候補8	01	4	1410	道標	0x40000582	0xB0000582	1	100	0	52901600	52901600
101620280	宝死体_釣る配置【レベル2_トゥメル】3F　候補9	01	4	1512	ソウル【2】	0x400005E8	0xB00005E8	1	100	0	52901600	52901600
101620290	宝死体_釣る配置【レベル2_トゥメル】3F　候補10	01	4	1300	エンチャント【炎】	0x40000514	0xB0000514	1	100	0	52901600	52901600
101620300	宝死体_釣る配置【レベル2_トゥメル】4F　候補1	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	5	100	0	52901600	52901600
101620310	宝死体_釣る配置【レベル2_トゥメル】4F　候補2	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101620320	宝死体_釣る配置【レベル2_トゥメル】4F　候補3	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101620330	宝死体_釣る配置【レベル2_トゥメル】4F　候補4	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101620340	宝死体_釣る配置【レベル2_トゥメル】4F　候補5	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101620350	宝死体_釣る配置【レベル2_トゥメル】4F　候補6	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	2	100	0	52901600	52901600
101620360	宝死体_釣る配置【レベル2_トゥメル】4F　候補7	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	1	100	0	52901600	52901600
101620370	宝死体_釣る配置【レベル2_トゥメル】4F　候補8	01	4	1410	道標	0x40000582	0xB0000582	1	100	0	52901600	52901600
101620380	宝死体_釣る配置【レベル2_トゥメル】4F　候補9	01	4	1513	ソウル【3】	0x400005E9	0xB00005E9	1	100	0	52901600	52901600
101620390	宝死体_釣る配置【レベル2_トゥメル】4F　候補10	01	4	1300	エンチャント【炎】	0x40000514	0xB0000514	1	100	0	52901600	52901600
101621000	宝死体_釣る配置【レベル2_僻墓】1F　候補1	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101621010	宝死体_釣る配置【レベル2_僻墓】1F　候補2	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101621020	宝死体_釣る配置【レベル2_僻墓】1F　候補3	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101621030	宝死体_釣る配置【レベル2_僻墓】1F　候補4	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	2	100	0	52901600	52901600
101621040	宝死体_釣る配置【レベル2_僻墓】1F　候補5	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	1	100	0	52901600	52901600
101621050	宝死体_釣る配置【レベル2_僻墓】1F　候補6	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	1	100	0	52901600	52901600
101621060	宝死体_釣る配置【レベル2_僻墓】1F　候補7	01	4	1230	石ころ	0x400004CE	0xB00004CE	1	100	0	52901600	52901600
101621070	宝死体_釣る配置【レベル2_僻墓】1F　候補8	01	4	1230	石ころ	0x400004CE	0xB00004CE	1	100	0	52901600	52901600
101621080	宝死体_釣る配置【レベル2_僻墓】1F　候補9	01	4	1230	石ころ	0x400004CE	0xB00004CE	1	100	0	52901600	52901600
101621090	宝死体_釣る配置【レベル2_僻墓】1F　候補10	01	4	1230	石ころ	0x400004CE	0xB00004CE	1	100	0	52901600	52901600
101621100	宝死体_釣る配置【レベル2_僻墓】2F　候補1	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101621110	宝死体_釣る配置【レベル2_僻墓】2F　候補2	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101621120	宝死体_釣る配置【レベル2_僻墓】2F　候補3	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101621130	宝死体_釣る配置【レベル2_僻墓】2F　候補4	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	5	100	0	52901600	52901600
101621140	宝死体_釣る配置【レベル2_僻墓】2F　候補5	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	2	100	0	52901600	52901600
101621150	宝死体_釣る配置【レベル2_僻墓】2F　候補6	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	1	100	0	52901600	52901600
101621160	宝死体_釣る配置【レベル2_僻墓】2F　候補7	01	4	1230	石ころ	0x400004CE	0xB00004CE	4	100	0	52901600	52901600
101621170	宝死体_釣る配置【レベル2_僻墓】2F　候補8	01	4	1230	石ころ	0x400004CE	0xB00004CE	1	100	0	52901600	52901600
101621180	宝死体_釣る配置【レベル2_僻墓】2F　候補9	01	4	1511	ソウル【1】	0x400005E7	0xB00005E7	1	100	0	52901600	52901600
101621190	宝死体_釣る配置【レベル2_僻墓】2F　候補10	01	4	1100	毒・出血回復薬	0x4000044C	0xB000044C	1	100	0	52901600	52901600
101621200	宝死体_釣る配置【レベル2_僻墓】3F　候補1	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101621210	宝死体_釣る配置【レベル2_僻墓】3F　候補2	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101621220	宝死体_釣る配置【レベル2_僻墓】3F　候補3	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101621230	宝死体_釣る配置【レベル2_僻墓】3F　候補4	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	5	100	0	52901600	52901600
101621240	宝死体_釣る配置【レベル2_僻墓】3F　候補5	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	2	100	0	52901600	52901600
101621250	宝死体_釣る配置【レベル2_僻墓】3F　候補6	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	1	100	0	52901600	52901600
101621260	宝死体_釣る配置【レベル2_僻墓】3F　候補7	01	4	1230	石ころ	0x400004CE	0xB00004CE	1	100	0	52901600	52901600
101621270	宝死体_釣る配置【レベル2_僻墓】3F　候補8	01	4	1230	石ころ	0x400004CE	0xB00004CE	1	100	0	52901600	52901600
101621280	宝死体_釣る配置【レベル2_僻墓】3F　候補9	01	4	1512	ソウル【2】	0x400005E8	0xB00005E8	1	100	0	52901600	52901600
101621290	宝死体_釣る配置【レベル2_僻墓】3F　候補10	01	4	1310	エンチャント【魔法】	0x4000051E	0xB000051E	1	100	0	52901600	52901600
101621300	宝死体_釣る配置【レベル2_僻墓】4F　候補1	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101621310	宝死体_釣る配置【レベル2_僻墓】4F　候補2	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101621320	宝死体_釣る配置【レベル2_僻墓】4F　候補3	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101621330	宝死体_釣る配置【レベル2_僻墓】4F　候補4	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	5	100	0	52901600	52901600
101621340	宝死体_釣る配置【レベル2_僻墓】4F　候補5	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	2	100	0	52901600	52901600
101621350	宝死体_釣る配置【レベル2_僻墓】4F　候補6	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	1	100	0	52901600	52901600
101621360	宝死体_釣る配置【レベル2_僻墓】4F　候補7	01	4	1230	石ころ	0x400004CE	0xB00004CE	1	100	0	52901600	52901600
101621370	宝死体_釣る配置【レベル2_僻墓】4F　候補8	01	4	1230	石ころ	0x400004CE	0xB00004CE	1	100	0	52901600	52901600
101621380	宝死体_釣る配置【レベル2_僻墓】4F　候補9	01	4	1513	ソウル【3】	0x400005E9	0xB00005E9	1	100	0	52901600	52901600
101621390	宝死体_釣る配置【レベル2_僻墓】4F　候補10	01	4	1310	エンチャント【魔法】	0x4000051E	0xB000051E	1	100	0	52901600	52901600
101630000	宝死体_釣る配置【レベル3_トゥメル】1F　候補1	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101630010	宝死体_釣る配置【レベル3_トゥメル】1F　候補2	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101630020	宝死体_釣る配置【レベル3_トゥメル】1F　候補3	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101630030	宝死体_釣る配置【レベル3_トゥメル】1F　候補4	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101630040	宝死体_釣る配置【レベル3_トゥメル】1F　候補5	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	2	100	0	52901600	52901600
101630050	宝死体_釣る配置【レベル3_トゥメル】1F　候補6	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	2	100	0	52901600	52901600
101630060	宝死体_釣る配置【レベル3_トゥメル】1F　候補7	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	1	100	0	52901600	52901600
101630070	宝死体_釣る配置【レベル3_トゥメル】1F　候補8	01	4	1410	道標	0x40000582	0xB0000582	1	100	0	52901600	52901600
101630080	宝死体_釣る配置【レベル3_トゥメル】1F　候補9	01	4	1410	道標	0x40000582	0xB0000582	1	100	0	52901600	52901600
101630090	宝死体_釣る配置【レベル3_トゥメル】1F　候補10	01	4	1410	道標	0x40000582	0xB0000582	1	100	0	52901600	52901600
101630100	宝死体_釣る配置【レベル3_トゥメル】2F　候補1	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	5	100	0	52901600	52901600
101630110	宝死体_釣る配置【レベル3_トゥメル】2F　候補2	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	1	100	0	52901600	52901600
101630112	宝死体_釣る配置【レベル3_トゥメル】2F　候補2	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	2	100	0	52901600	52901600
101630120	宝死体_釣る配置【レベル3_トゥメル】2F　候補3	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101630130	宝死体_釣る配置【レベル3_トゥメル】2F　候補4	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101630140	宝死体_釣る配置【レベル3_トゥメル】2F　候補5	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52901600	52901600
101630150	宝死体_釣る配置【レベル3_トゥメル】2F　候補6	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	2	100	0	52901600	52901600
101630160	宝死体_釣る配置【レベル3_トゥメル】2F　候補7	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	1	100	0	52901600	52901600
101630170	宝死体_釣る配置【レベル3_トゥメル】2F　候補8	01	4	1410	道標	0x40000582	0xB0000582	1	100	0	52901600	52901600
101630180	宝死体_釣る配置【レベル3_トゥメル】2F　候補9	01	4	1513	ソウル【3】	0x400005E9	0xB00005E9	1	100	0	52901600	52901600
101630190	宝死体_釣る配置【レベル3_トゥメル】2F　候補10	01	4	1200	火炎壺	0x400004B0	0xB00004B0	1	100	0	52901600	52901600
101630200	宝死体_釣る配置【レベル3_トゥメル】3F　候補1	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	5	100	0	52901600	52901600
101630210	宝死体_釣る配置【レベル3_トゥメル】3F　候補2	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
101630220	宝死体_釣る配置【レベル3_トゥメル】3F　候補3	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52901600	52901600
