location_flag	item_lot_id	slot	category	category_name	item_param_id	english_name	quantity	normalized_runtime_id	classification	classification_reason
53500200	3500200	01	4	goods	1519	Kin Coldblood (10)	1	0x400005EF	filler	consumable_or_material
53500210	3500210	01	4	goods	1518	Frenzied Coldblood (9)	1	0x400005EE	filler	consumable_or_material
53500220	3500220	01	4	goods	1101	Sedative	3	0x4000044D	filler	consumable_or_material
53500230	3500230	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53500250	3500250	01	4	goods	1110	Beast Blood Pellet	6	0x40000456	filler	consumable_or_material
53500260	3500260	01	4	goods	900	Quicksilver Bullets	3	0x40000384	filler	consumable_or_material
53500270	3500270	01	4	goods	1000	Blood Vial	5	0x400003E8	filler	consumable_or_material
53500280	3500280	01	4	goods	1000	Blood Vial	2	0x400003E8	filler	consumable_or_material
53500290	3500290	01	4	goods	1518	Frenzied Coldblood (9)	1	0x400005EE	filler	consumable_or_material
53500300	3500300	01	4	goods	1100	Antidote	2	0x4000044C	filler	consumable_or_material
53500310	3500310	01	4	goods	900	Quicksilver Bullets	4	0x40000384	filler	consumable_or_material
53500500	3500500	01	4	goods	1519	Kin Coldblood (10)	1	0x400005EF	filler	consumable_or_material
53500530	3500530	01	4	goods	3020	Blood Stone Chunk	1	0x40000BCC	filler	consumable_or_material
53500540	3500540	01	4	goods	1501	Great One's Wisdom	1	0x400005DD	filler	consumable_or_material
53500600	3500600	01	4	goods	1518	Frenzied Coldblood (9)	1	0x400005EE	filler	consumable_or_material
53500620	3500620	01	4	goods	1120	Blue Elixir	4	0x40000460	filler	consumable_or_material
53500630	3500630	01	4	goods	3020	Blood Stone Chunk	1	0x40000BCC	filler	consumable_or_material
53500800	3500800	01	4	goods	4018	Underground Cell Key	1	0x40000FB2	key_or_badge	goods_type_1_requires_logic_review
53500810	3500810	01	0	weapon	34000000	Fist of Gratia	1		useful	weapon
53500820	3500820	01	1	armor	430000	Enlarged Head	1		useful	armor
53500830	3500830	01	4	goods	2120	Blacksky Eye	1	0x40000848	useful	unique_goods_or_hunter_tool
53500840	3500840	01	4	goods	1501	Great One's Wisdom	1	0x400005DD	filler	consumable_or_material
53500850	3500850	01	0	weapon	35000000	Church Cannon	1		useful	weapon
53500860	3500860	01	0	weapon	19100000	Loch Shield	1		useful	weapon
53500870	3500870	01	1	armor	361000	Decorative Old Hunter Garb	1		useful	armor
53501100	3501100	01	8	gem	134000		1		optional	generated_blood_gem
53501500	3501500	01	8	gem	135005		1		optional	generated_blood_gem
53600000	3600000	01	4	goods	2030	Lead Elixir	1	0x400007EE	filler	consumable_or_material
53600010	3600010	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53600100	3600100	01	4	goods	1000	Blood Vial	3	0x400003E8	filler	consumable_or_material
53600110	3600110	01	4	goods	2030	Lead Elixir	2	0x400007EE	filler	consumable_or_material
53600120	3600120	01	4	goods	1519	Kin Coldblood (10)	1	0x400005EF	filler	consumable_or_material
53600130	3600130	01	4	goods	1220	Oil Urn	4	0x400004C4	filler	consumable_or_material
53600140	3600140	01	8	gem	134001		1		optional	generated_blood_gem
53600150	3600150	01	4	goods	1501	Great One's Wisdom	1	0x400005DD	filler	consumable_or_material
53600160	3600160	01	8	gem	136002		1		optional	generated_blood_gem
53600170	3600170	01	4	goods	3020	Blood Stone Chunk	1	0x40000BCC	filler	consumable_or_material
53600200	3600200	01	4	goods	3020	Blood Stone Chunk	1	0x40000BCC	filler	consumable_or_material
53600210	3600210	01	4	goods	1501	Great One's Wisdom	1	0x400005DD	filler	consumable_or_material
53600220	3600220	01	4	goods	1519	Kin Coldblood (10)	1	0x400005EF	filler	consumable_or_material
53600230	3600230	01	4	goods	1519	Kin Coldblood (10)	1	0x400005EF	filler	consumable_or_material
53600300	3600300	01	4	goods	3020	Blood Stone Chunk	2	0x40000BCC	filler	consumable_or_material
53600310	3600310	01	4	goods	1000	Blood Vial	3	0x400003E8	filler	consumable_or_material
53600320	3600320	01	4	goods	3020	Blood Stone Chunk	1	0x40000BCC	filler	consumable_or_material
53600330	3600330	01	4	goods	3020	Blood Stone Chunk	1	0x40000BCC	filler	consumable_or_material
53600340	3600340	01	8	gem	136001		1		optional	generated_blood_gem
53600350	3600350	01	4	goods	1519	Kin Coldblood (10)	1	0x400005EF	filler	consumable_or_material
53600360	3600360	01	4	goods	1519	Kin Coldblood (10)	1	0x400005EF	filler	consumable_or_material
53600400	3600400	01	4	goods	1220	Oil Urn	4	0x400004C4	filler	consumable_or_material
53600410	3600410	01	4	goods	1000	Blood Vial	6	0x400003E8	filler	consumable_or_material
53600420	3600420	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53600430	3600430	01	8	gem	136004		1		optional	generated_blood_gem
53600440	3600440	01	4	goods	3010	Twin Blood Stone Shards	3	0x40000BC2	filler	consumable_or_material
53600450	3600450	01	4	goods	3020	Blood Stone Chunk	1	0x40000BCC	filler	consumable_or_material
53600460	3600460	01	4	goods	3020	Blood Stone Chunk	1	0x40000BCC	filler	consumable_or_material
53600470	3600470	01	4	goods	3020	Blood Stone Chunk	1	0x40000BCC	filler	consumable_or_material
53600500	3600500	01	4	goods	2030	Lead Elixir	1	0x400007EE	filler	consumable_or_material
53600510	3600510	01	4	goods	1590	Kin Coldblood (11)	1	0x40000636	filler	consumable_or_material
53600520	3600520	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53600530	3600530	01	4	goods	1501	Great One's Wisdom	1	0x400005DD	filler	consumable_or_material
53600540	3600540	01	4	goods	2030	Lead Elixir	2	0x400007EE	filler	consumable_or_material
53600550	3600550	01	4	goods	1590	Kin Coldblood (11)	1	0x40000636	filler	consumable_or_material
53600560	3600560	01	8	gem	136003		1		optional	generated_blood_gem
53600570	3600570	01	8	gem	136006		1		optional	generated_blood_gem
53600600	3600600	01	4	goods	3030	Blood Rock	1	0x40000BD6	filler	consumable_or_material
53600610	3600610	01	8	gem	136005		1		optional	generated_blood_gem
53600700	3600700	01	1	armor	340000	Harrowed Hood	1		useful	armor
