location_flag	canonical_map	map_variants	item_lot_ids	display_items	classification	mvp_candidate	placement_count	event_names	coordinates
52700575	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700575	Madman's Knowledge x1	filler	False	2	Item_宝死体47（差し替え用）	-213.868,-167.893,509.266
52700580	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700580	Twin Blood Stone Shards x1	filler	False	2	Item_宝死体48	-283.525,-99.652,283.409
52700590	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700590	Beast Blood Pellet x3	filler	False	2	Item_宝死体49	-306.765,-84.15,193.022
52700600	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700600	Thick Coldblood (6) x1	filler	False	2	Item_宝死体50	-149.523,-39.626,193.555
52700610	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700610	Blood Vial x2	filler	False	2	Item_宝死体51	-254,-85.94,187.17
52700640	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700640	Blood Vial x6	filler	False	2	Item_宝死体54	-321.624,-100.117,247.988
52700650	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700650	unknown x1	optional	False	2	Item_宝死体55	-315.201,-110.861,111.677
52700660	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700660	unknown x1	optional	False	2	Item_宝死体56	-254.73,-110.781,147.84
52700670	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700670	Frenzied Coldblood (7) x1	filler	False	2	Item_宝死体57	-282.43,-111.315,87.05
52700690	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700690	unknown x1	optional	False	2	Item_宝死体59	-258.43,-110.808,126.21
52700700	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700700	unknown x1	optional	False	2	Item_宝死体60	-112.429,-52.196,201.544
52700720	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700720	Twin Blood Stone Shards x1	filler	False	2	Item_宝死体62	-347.18,-99.552,222.032
52700740	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700740	Frenzied Coldblood (7) x1	filler	False	2	Item_宝死体64	-245.458,-110.649,99.08
52700750	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700750	Shining Coins x6	filler	False	2	Item_宝死体65	-173.713,-127.33,342.096
52700760	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700760	Twin Blood Stone Shards x1	filler	False	2	Item_宝死体66	-136.051,-134.772,401.948
52700770	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700770	Thick Coldblood (6) x1	filler	False	2	Item 宝死体08	-156.366,-136.221,471.635
52700780	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700780	Antidote x4	filler	False	2	Item_宝死体68	-345.766,-108.876,180.429
52700790	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700790	Quicksilver Bullets x10	filler	False	2	Item_宝死体69	-259.557,-87.226,193.896
52700800	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700800	Burial Blade x1	useful	True	2	Item_宝箱00	
52700810	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700810	Pebble x2	filler	False	2	Item_宝死体69	-170.53,-65.63,217.62
52700860	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700860	Twin Blood Stone Shards x1	filler	False	2	Item_宝死体70	-157.65,-56.64,201.62
52700870	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700870	Thick Coldblood (6) x1	filler	False	2	Item_宝死体71	-242.66,-82.76,178.31
52700880	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700880	Blood Vial x5	filler	False	2	Item_宝死体72	-335.8,-97.64,163.9
52700890	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700890	Blue Elixir x4	filler	False	2	Item_宝死体73	-372.29,-87.6,131.13
52700900	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700900	Pungent Blood Cocktail x3	filler	False	2	Item_宝死体74	-353.07,-98.57,204.36
52700910	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700910	Pungent Blood Cocktail x4	filler	False	2	Item_宝死体75	-335.22,-98.66,182.25
52700920	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700920	Beast Blood Pellet x4	filler	False	2	Item_宝死体76	-318.19,-97.09,287.92
52700930	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700930	Frenzied Coldblood (7) x1	filler	False	2	Item_宝死体77	-209.47,-121.33,323.33
52700940	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700940	Madman's Knowledge x1	filler	False	2	Item_宝死体78	-133.39,-129.58,361.72
52700945	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700950	Antidote x2	filler	False	2	Item_宝死体79	-325.87,-97.7,111.67
52700960	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700960	Twin Blood Stone Shards x2	filler	False	2	Item_宝死体68	-364.23,-98.15,251.09
52800000	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800000	Frenzied Coldblood (8) x1	filler	False	2	宝死体00	268.02,-46.91,99.8
52800010	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800010	Blood Stone Chunk x1	filler	False	2	宝死体01	241.7,-55.129997,56.300003
52800020	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800020	unknown x1	optional	False	2	宝死体02	325.2,-64.93,45.9
52800030	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800030	Bolt Paper x3	filler	False	2	宝死体03	308.4,-72.11,13.5
52800040	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800040	Frenzied Coldblood (8) x1	filler	False	2	宝死体04	337.5,-70.86,1.620003
52800050	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800050	unknown x1	optional	False	2	宝死体05	356.47,-71.03,-1.5
52800055	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800055	Madman's Knowledge x1	filler	False	2	宝死体05(差し替え用）	356.47,-71.03,-1.5
52800060	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800060	Frenzied Coldblood (8) x1	filler	False	2	宝死体06	322.91998,-85.71,-19.429993
52800070	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800070	Frenzied Coldblood (8) x1	filler	False	2	宝死体07	255.17,-91.46,-90.7
52800080	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800080	Blood Vial x8	filler	False	2	宝死体08	227.4,-98.270004,-107.600006
52800090	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800090	Frenzied Coldblood (9) x1	filler	False	2	宝死体09	240.8,-87.33,12
52800100	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800100	Iron Yahar'gul Helm x1	useful	True	2	宝死体10	239.33,-65.39,28.199997
52800110	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800110	Blood Stone Chunk x1	filler	False	2	宝死体11	240.3,-90.18,-41.800003
52800120	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800120	Frenzied Coldblood (8) x1	filler	False	2	宝死体12	352.11,-105.94,-135.34
52800130	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800130	Blood Vial x6	filler	False	2	宝死体13	311.55,-102.21,-144.29999
52800140	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800140	unknown x1	optional	False	2	宝死体14	351.16998,-112.71,-158.75
52800145	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800145	Madman's Knowledge x1	filler	False	2	宝死体14（差し替え用）	351.16998,-112.71,-158.75
52800150	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800150	Madman's Knowledge x1	filler	False	2	宝死体15	356.4,-115.49,-226.9
52800160	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800160	Madman's Knowledge x1	filler	False	2	宝死体16	379.7,-115.34,-194.79999
52800170	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800170;2800320	Quicksilver Bullets x10; Frenzied Coldblood (7) x1	filler	False	4	宝死体17;宝死体32_初回_聖堂脇終点	203,-113.51,-102.899994;395,-122.02,-201.6
52800180	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800180	Quicksilver Bullets x10	filler	False	4	宝死体18;宝死体37_初回_大門前	279,-113.81,-70.100006;365.2,-113.63,-229.4
52800210	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800210	Blood Stone Chunk x1	filler	False	2	宝死体21	330.83002,-76.869995,-30.520004
52800290	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800290	Upper Cathedral Key x1	key_or_badge	True	2	宝死体29_ミイラ	329.464,-90.757,-30.447006
52800300	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800300	Pungent Blood Cocktail x1	filler	False	2	宝死体30_初回_牢屋の中（ダミー化）	
52800310	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800310	Twin Blood Stone Shards x1	filler	False	2	宝死体31_初回_聖堂脇終点	218.03,-113.18,-111.14
52800330	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800330	Tonitrus x1	useful	True	2	宝死体33_初回_大通り終点	275,-100.8,63.5
52800340	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800340	Bolt Paper x5	filler	False	2	宝死体34_初回_豚後ろ	250.8,-104.59,1.089996
52800350	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800350	unknown x1	optional	False	2	宝死体35_初回_聖堂1F中央	245.2,-102.85,-63.600006
52800355	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800355	Madman's Knowledge x1	filler	False	2	宝死体35_初回_聖堂1F中央（差し替え用）	245.2,-102.85,-63.600006
52800360	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800360	Pungent Blood Cocktail x3	filler	False	2	宝死体36_初回_聖堂1F端	266.69,-101.8,-61.369995
52800380	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800380	Frenzied Coldblood (8) x1	filler	False	2	宝死体38_初回_大門前	310.3,-111.16,-64.86
52800400	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800400	Blood Stone Chunk x2	filler	False	2	宝死体40_人さらい_ミミックびっくり	271,-103.92,13.5
52800410	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800410	Blood Stone Chunk x2	filler	False	2	宝死体41_人さらい_ミミックむさぼる	251.2,-104.72,-3.300003
52800420	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800420	Frenzied Coldblood (7) x1	filler	False	2	宝死体42_人さらい_聖堂1F中央A	241.4,-102.6,-68.3
52800430	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800430	Frenzied Coldblood (7) x1	filler	False	2	宝死体43_人さらい_聖堂1F中央B	245.8,-102.72,-60.5
52800440	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800440	Blood Stone Chunk x2	filler	False	2	宝死体44_人さらい_聖堂地下A	168.7,-113.34,-115.100006
52800450	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800450	Blood Stone Chunk x2	filler	False	2	宝死体44_人さらい_聖堂地下B	278.4,-126.26,-79.5
52800500	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800500	Tiny Tonitrus x1	useful	True	2	宝箱00	311.8,-90.740005,-30.5
52800510	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800510	Choir Bell x1	useful	True	2	宝箱01	341,-85.32,-29.5
52800520	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800520	Bone Ash Mask x1	useful	True	2	宝箱02	341,-85.32,-31.399994
52800530	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800530	unknown x1	optional	False	2	宝箱03	295.5,-111.37,-152.6
52800610	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800610;2800611	Black Hooded Iron Helm x1; Yahar'gul Black Garb x1	useful	True	4	宝死体46_御者席	291.96,-113.44,-76.600006
52800620	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800620	Madman's Knowledge x1	filler	False	2	宝死体53	303.26,-113.22,-87.7
52800630	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800630	Frenzied Coldblood (7) x1	filler	False	2	宝死体47	287.9,-126.37,-72.66
52800640	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800640	Thick Coldblood (6) x1	filler	False	2	宝死体48	259.3,-114.47,-55
52800650	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800650	Blood Vial x6	filler	False	2	宝死体49	194.418,-113.310005,-97.547
52800660	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800660	Quicksilver Bullets x10	filler	False	2	宝死体50	186.6,-113.25,-97.350006
52800670	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800670	Lead Elixir x3	filler	False	2	宝死体51	183.82,-24.76,175.44
52800680	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800680	Frenzied Coldblood (8) x1	filler	False	2	宝死体52	251.27,-100.009995,-32.050003
52800690	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800690	Madman's Knowledge x1	filler	False	2	宝死体54	306.64,-113.55,-84.67999
52800700	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800700	Madman's Knowledge x1	filler	False	2	宝死体55	306.81,-112.87,-87.740005
52800710	m28_00_00_00	m28_00_00_00;m28_00_00_01	2800710	unknown x1	optional	False	2	宝死体22	292.6,-111.15,-152.1
53200000	m32_00_00_00	m32_00_00_00;m32_00_00_01	3200000	Madman's Knowledge x1	filler	False	2	宝死体00	-381.474,-185.56,423.09998
53200010	m32_00_00_00	m32_00_00_00;m32_00_00_01	3200010	unknown x1	optional	False	2	宝死体01	-428.274,-179.19,341.8
53200015	m32_00_00_00	m32_00_00_00;m32_00_00_01	3200015	Madman's Knowledge x1	filler	False	2	宝死体01（差し替え用）	-428.274,-179.19,341.8
53200020	m32_00_00_00	m32_00_00_00;m32_00_00_01	3200020	Madman's Knowledge x1	filler	False	2	宝死体02	-464.17398,-186.93,376.3
53200030	m32_00_00_00	m32_00_00_00;m32_00_00_01	3200030	Great One's Wisdom x1	filler	False	2	宝死体03	-475.17398,-186.96,384.8
53200040	m32_00_00_00	m32_00_00_00;m32_00_00_01	3200040	Sedative x5	filler	False	2	宝死体04	-471.374,-187.16,435.3
53200100	m32_00_00_00	m32_00_00_00;m32_00_00_01	3200100	Madman's Knowledge x1	filler	False	2	宝死体10_悪夢教室1F	-405.994,-184.91,517.74
53200110	m32_00_00_00	m32_00_00_00;m32_00_00_01	3200110	Sedative x6	filler	False	2	宝死体11_悪夢教室2F	-405.974,-177.1,517.7
53200500	m32_00_00_00	m32_00_00_00;m32_00_00_01	3200500	Empty Phantasm Shell x1	useful	True	2	宝箱00_学長室天文台	-442.61398,-156.26,401.7
53200540	m32_00_00_00	m32_00_00_00;m32_00_00_01	3200540	Student Uniform x1	useful	True	2	宝箱04_学長室2F	-449.17398,-176.15,414.4
53200600	m32_00_00_00	m32_00_00_00;m32_00_00_01	3200600	Augur of Ebrietas x1	useful	True	2	宝箱10_悪夢教室1F	-472.874,-185.25,581.4
53200620	m32_00_00_00	m32_00_00_00;m32_00_00_01	3200620	Red Jelly x2	filler	False	2	宝箱12_悪夢教室1F	-456.354,-185.25,515.3
53200640	m32_00_00_00	m32_00_00_00;m32_00_00_01	3200640	unknown x1	optional	False	2	宝箱14_悪夢教室2F	-412.774,-177.25,531.6
53200645	m32_00_00_00	m32_00_00_00;m32_00_00_01	3200645	Madman's Knowledge x1	filler	False	2	宝箱14_悪夢教室2F（差し替え用）	-412.774,-177.25,531.6
53200700	m32_00_00_00	m32_00_00_00;m32_00_00_01	3200700	Pearl Slug x1	filler	False	2	宝箱01_学長室屋根裏A	-438.44147,-183.75,402.68494
53200720	m32_00_00_00	m32_00_00_00;m32_00_00_01	3200720	Lecture Theatre Key x1	key_or_badge	True	2	追加宝死体02	-431.67398,-185.29,556.1
53200730	m32_00_00_00	m32_00_00_00;m32_00_00_01	3200730	Student Uniform x1	useful	True	2	追加宝死体03	-416.718,-183.99,548.998
53200740	m32_00_00_00	m32_00_00_00;m32_00_00_01	3200740	Madman's Knowledge x1	filler	False	2	宝死体12_悪夢教室1F	-407.744,-185.088,516.43
53200750	m32_00_00_00	m32_00_00_00;m32_00_00_01	3200750	Blood Stone Chunk x1	filler	False	2	宝死体13_悪夢教室2F	-431.974,-177.12,546.32
53300100	m33_00_00_00	m33_00_00_00	3300000	Madman's Knowledge x1	filler	False	1	Item_宝死体00	12.222,1504.892,-20.075
53300110	m33_00_00_00	m33_00_00_00	3300010	unknown x1	optional	False	1	Item_宝死体01	115.312,1495.87,-103.166
53300115	m33_00_00_00	m33_00_00_00	3300015	Madman's Knowledge x1	filler	False	1	Item_宝死体01（差し替え用）	115.312,1495.87,-103.166
53300120	m33_00_00_00	m33_00_00_00	3300020	Bolt Paper x2	filler	False	1	Item_宝死体02	162.976,1491.715,-11.891
53300130	m33_00_00_00	m33_00_00_00	3300030	Lead Elixir x2	filler	False	1	Item_宝死体03	105.202,1490.794,-9.942
53300140	m33_00_00_00	m33_00_00_00	3300040	Blood Vial x3	filler	False	1	Item_宝死体04	28.751,1453.896,-63.102
53300150	m33_00_00_00	m33_00_00_00	3300050	unknown x1	optional	False	1	Item_宝死体05	97.477,1454.206,-130.14
53300155	m33_00_00_00	m33_00_00_00	3300055	Madman's Knowledge x1	filler	False	1	Item_宝死体05（差し替え用）	97.477,1454.206,-130.14
53300160	m33_00_00_00	m33_00_00_00	3300060	Frenzied Coldblood (9) x1	filler	False	1	Item_宝死体06	34.52,1488.47,-84.124
53300170	m33_00_00_00	m33_00_00_00	3300070	Quicksilver Bullets x5	filler	False	1	Item_宝死体07	129.772,1480.136,1.652
53300180	m33_00_00_00	m33_00_00_00	3300080	Thick Coldblood (4) x1	filler	False	1	Item_宝死体08	134.838,1480.171,-10.713
53300190	m33_00_00_00	m33_00_00_00	3300090	Antidote x2	filler	False	1	Item_宝死体09	127.939,1480.142,-17.863
53300200	m33_00_00_00	m33_00_00_00	3300100	unknown x1	filler	False	1	Item_宝死体10	
53300210	m33_00_00_00	m33_00_00_00	3300110	Thick Coldblood (4) x1	filler	False	1	Item_宝死体11	111.826,1506.653,14.907
53300220	m33_00_00_00	m33_00_00_00	3300120	Madman's Knowledge x1	filler	False	1	Item_宝死体12	43.195,1493.101,-80.402
53300230	m33_00_00_00	m33_00_00_00	3300130	Madman's Knowledge x1	filler	False	1	Item_宝死体13	34.75,1480.98,-105.48
53300240	m33_00_00_00	m33_00_00_00	3300140	Frenzied Coldblood (9) x1	filler	False	1	Item_宝死体14	17.64,1457.09,-99.902
53300250	m33_00_00_00	m33_00_00_00	3300150	Blood Vial x2	filler	False	1	Item_宝死体15	107.75,1482.59,-69.83
53300260	m33_00_00_00	m33_00_00_00	3300160	Lead Elixir x2	filler	False	1	Item_宝死体16	29.879,1499.195,-48.009
53300270	m33_00_00_00	m33_00_00_00	3300170	Madman's Knowledge x1	filler	False	1	Item_宝死体17	125.758,1487.122,-85.007
53300280	m33_00_00_00	m33_00_00_00	3300180	Coldblood Flowerbud x1	filler	False	1	Item_宝死体18	156.162,1488.064,-66.353
53300290	m33_00_00_00	m33_00_00_00	3300190	Antidote x2	filler	False	1	Item_宝死体19	123.504,1490.606,-6.91
53300300	m33_00_00_00	m33_00_00_00	3300200	Frenzied Coldblood (8) x1	filler	False	1	Item_宝死体20	80.915,1480.241,-140.974
53300310	m33_00_00_00	m33_00_00_00	3300210	Antidote x4	filler	False	1	Item_宝死体21	69.629,1482.588,-105.45
53300320	m33_00_00_00	m33_00_00_00	3300220	unknown x1	optional	False	1	Item_宝死体22	73.757,1486.418,-135.367
53300325	m33_00_00_00	m33_00_00_00	3300225	Madman's Knowledge x1	filler	False	1	Item_宝死体22（差し替え用）	73.757,1486.418,-135.367
53300330	m33_00_00_00	m33_00_00_00	3300230	Messenger's Gift x1	useful	True	1	Item_宝死体23	190.931,1481.88,-36.483
53300340	m33_00_00_00	m33_00_00_00	3300240	Frenzied Coldblood (8) x1	filler	False	1	Item_宝死体24	4.46,1467.37,-164.56
53300350	m33_00_00_00	m33_00_00_00	3300250	Lead Elixir x3	filler	False	1	Item_宝死体25	3.383,1456.405,-164.35
53300360	m33_00_00_00	m33_00_00_00	3300260	Madman's Knowledge x1	filler	False	1	Item_宝死体26	26.982,1468.377,-125.604
53300370	m33_00_00_00	m33_00_00_00	3300270	Blood Vial x3	filler	False	1	Item_宝死体27	-1.625,1462.125,-61.352
53300380	m33_00_00_00	m33_00_00_00	3300280	Madman's Knowledge x1	filler	False	1	Item_宝死体28	45.969,1454.038,-75.398
53300390	m33_00_00_00	m33_00_00_00	3300290	Frenzied Coldblood (9) x1	filler	False	1	Item_宝死体29	43.62,1454.01,-115.81
53300400	m33_00_00_00	m33_00_00_00	3300300	Kin Coldblood (10) x1	filler	False	1	Item_宝死体30	76.002,1454.013,-148.746
53300410	m33_00_00_00	m33_00_00_00	3300310	Bold Hunter's Mark x3	filler	False	1	Item_宝死体31	1.492,1454.072,-116.975
53300420	m33_00_00_00	m33_00_00_00	3300320	unknown x1	optional	False	1	Item_宝死体32	69.121,1491.09,-57.525
53300425	m33_00_00_00	m33_00_00_00	3300325	Madman's Knowledge x1	filler	False	1	Item_宝死体32（差し替え用）	69.121,1491.09,-57.525
53300430	m33_00_00_00	m33_00_00_00	3300330	Coldblood Flowerbud x2	filler	False	1	Item_宝死体33	42.429,1482.61,-153.11
53300440	m33_00_00_00	m33_00_00_00	3300340	Lead Elixir x2	filler	False	1	Item_宝死体34	72.433,1480.13,-39.937
53300450	m33_00_00_00	m33_00_00_00	3300350	Antidote x3	filler	False	1	Item_宝死体35	72.805,1480.271,-37.48
53300460	m33_00_00_00	m33_00_00_00	3300360	Coldblood Flowerbud x1	filler	False	1	Item_宝死体36	70.84,1495.15,-46.92
53300470	m33_00_00_00	m33_00_00_00	3300370	Blood Vial x2	filler	False	1	Item_宝死体37	79.34,1503.43,-60.2
53300480	m33_00_00_00	m33_00_00_00	3300380	unknown x1	optional	False	1	Item_宝死体38	56.8,1490.2,-77.45
53300485	m33_00_00_00	m33_00_00_00	3300385	Madman's Knowledge x1	filler	False	1	Item_宝死体38（差し替え用）	56.8,1490.2,-77.45
53300490	m33_00_00_00	m33_00_00_00	3300390	Madman's Knowledge x1	filler	False	1	Item_宝死体39	-13.43,1456.22,-85.33
53400000	m34_00_00_00	m34_00_00_00	3400000	Twin Blood Stone Shards x1	filler	False	1	Item_宝死体00	-503.78,1492.481,-477.1
53400010	m34_00_00_00	m34_00_00_00	3400010	Frenzied Coldblood (9) x1	filler	False	1	Item_宝死体01	-507.22,1507.98,-436.44
53400020	m34_00_00_00	m34_00_00_00	3400020	Old Hunter Trousers x1	useful	True	1	Item_宝死体02	-501.01,1503.29,-417.39
53400030	m34_00_00_00	m34_00_00_00	3400030	Molotov Cocktail x4	filler	False	1	Item_宝死体03	-515.32,1504.61,-403.37
53400040	m34_00_00_00	m34_00_00_00	3400040	Old Hunter Garb x1	useful	True	1	Item_宝死体04	-511.89,1517.26,-370.34
53400050	m34_00_00_00	m34_00_00_00	3400050	Blood Vial x3	filler	False	1	Item_宝死体05	-521.8,1513.17,-387.01
53400060	m34_00_00_00	m34_00_00_00	3400060	Beast Cutter x1	useful	True	1	Item_宝死体06	-532.09,1502.19,-404.11
53400070	m34_00_00_00	m34_00_00_00	3400070	Madman's Knowledge x1	filler	False	1	Item_宝死体07	-549.33,1500.46,-441.36
53400080	m34_00_00_00	m34_00_00_00	3400080	Blood Vial x6	filler	False	1	Item_宝死体08	-522.28,1501.29,-469.13
53400090	m34_00_00_00	m34_00_00_00	3400090	Blood Vial x1	filler	False	1	Item_宝死体09	-502.06,1495.21,-451.36
53400100	m34_00_00_00	m34_00_00_00	3400100	Blood Vial x6	filler	False	1	Item_宝死体10	-471.2,1521.7,-349.61
53400110	m34_00_00_00	m34_00_00_00	3400110	Blood Vial x1	filler	False	1	Item_宝死体11	-402.33002,1500.52,-419.5
53400120	m34_00_00_00	m34_00_00_00	3400120	Delayed Molotov x5	filler	False	1	Item_宝死体12	-384.91998,1494.87,-477.65
53400130	m34_00_00_00	m34_00_00_00	3400130	Boom Hammer x1	useful	True	1	Item_宝死体13	-389.74243,1489.26,-467.9981
53400140	m34_00_00_00	m34_00_00_00	3400140	Beast Blood Pellet x3	filler	False	1	Item_宝死体14	-362.66,1491.99,-484.8
53400150	m34_00_00_00	m34_00_00_00	3400150	Blood Vial x1	filler	False	1	Item_宝死体15	-345.1,1496.02,-490.8
53400160	m34_00_00_00	m34_00_00_00	3400160	Old Hunter Top Hat x1	useful	True	1	Item_宝死体16	-405.93,1490.8,-465.65
53400170	m34_00_00_00	m34_00_00_00	3400170	Blood Stone Chunk x1	filler	False	1	Item_宝死体17	-397,1480.98,-366.2
53400180	m34_00_00_00	m34_00_00_00	3400180	Twin Blood Stone Shards x1	filler	False	1	Item_宝死体18	-401.91,1481.09,-379.15
53400190	m34_00_00_00	m34_00_00_00	3400190	Blood Stone Chunk x1	filler	False	1	Item_宝死体19	-409.7,1478.27,-373.79
53400200	m34_00_00_00	m34_00_00_00	3400200	Twin Blood Stone Shards x2	filler	False	1	Item_宝死体20	-401.82,1476.85,-348.35
53400210	m34_00_00_00	m34_00_00_00	3400210	Twin Blood Stone Shards x2	filler	False	1	Item_宝死体21	-407.06,1476.74,-350.4
53400220	m34_00_00_00	m34_00_00_00	3400220	Amygdalan Arm x1	useful	True	1	Item_宝死体22	-393.6,1477.7,-345.78998
53400230	m34_00_00_00	m34_00_00_00	3400230	Frenzied Coldblood (8) x1	filler	False	1	Item_宝死体23	-427.3,1485.7,-487.4
53400240	m34_00_00_00	m34_00_00_00	3400240	Quicksilver Bullets x6	filler	False	1	Item_宝死体24	-403.41998,1494.77,-517.4
53400250	m34_00_00_00	m34_00_00_00	3400250	Blood Vial x1	filler	False	1	Item_宝死体25	-348.34,1492.34,-544.86
53400260	m34_00_00_00	m34_00_00_00	3400260	Blood Vial x1	filler	False	1	Item_宝死体26	-432.77,1503.18,-588.35
53400270	m34_00_00_00	m34_00_00_00	3400270	Constable's Garb x1	useful	True	1	Item_宝死体27	-381.79,1495.85,-555.84
53400280	m34_00_00_00	m34_00_00_00	3400280	Whirligig Saw x1	useful	True	1	Item_宝死体28	-383.51,1493.079,-563.85
53400330	m34_00_00_00	m34_00_00_00	3400330	Blood Vial x1	filler	False	1	Item_宝死体33	-430.04,1503.25,-588.37
53400350	m34_00_00_00	m34_00_00_00	3400350	Constable's Gloves x1	useful	True	1	Item_宝死体35	-433.8,1499.54,-541.93
53400360	m34_00_00_00	m34_00_00_00	3400360	Constable's Trousers x1	useful	True	1	Item_宝死体36	-409.81,1488.94,-544.03
53400370	m34_00_00_00	m34_00_00_00	3400370	Madman's Knowledge x1	filler	False	1	Item_宝死体37	-534.44,1499.63,-439.03
53400380	m34_00_00_00	m34_00_00_00	3400380	Blood Vial x3	filler	False	1	Item_宝死体38	-521.33,1505.92,-448.2
53400390	m34_00_00_00	m34_00_00_00	3400390	Twin Blood Stone Shards x3	filler	False	1	Item_宝死体39	-527.17,1502.83,-433.39398
53400400	m34_00_00_00	m34_00_00_00	3400400	Twin Blood Stone Shards x1	filler	False	1	Item_宝死体40	-406.08002,1489.76,-448.66998
53400410	m34_00_00_00	m34_00_00_00	3400410	Blood Vial x3	filler	False	1	Item_宝死体41	-403.5,1489.37,-502.14
53400420	m34_00_00_00	m34_00_00_00	3400420	Blood Vial x3	filler	False	1	Item_宝死体42	-414.96,1506.58,-764.24
53400430	m34_00_00_00	m34_00_00_00	3400430	Frenzied Coldblood (9) x1	filler	False	1	Item_宝死体43	-342.08002,1494.1,-522.56
53400440	m34_00_00_00	m34_00_00_00	3400440	Beasthunter Saif x1	useful	True	1	Item_宝死体44	-336.89,1496.719,-568.419
53400450	m34_00_00_00	m34_00_00_00	3400450	Madman's Knowledge x1	filler	False	1	Item_宝死体45	-394.59,1499.06,-612.12
